4.295991216801129831e+00 -1.706312873675239317e+00
4.226385770520719731e+00 -1.176680225081862541e-01
1.862068803776322667e+00 1.117486734073395382e+00
2.655267826469653869e-01 8.109710847431014225e-01
-6.532018860217752021e+00 1.881236545435466256e-01
-3.505124193495925411e+00 -2.111913380423429687e-01
1.389607439365816210e+00 -3.421708963662005165e-01
-5.946976877362248004e+00 5.149183075312024904e-01
5.547559932563339125e+00 -8.871472194694229874e-02
6.286811715096952968e-02 5.229201282992980149e-01
1.256229605777845482e+00 1.340868812703412738e+00
-1.099646469743017496e+00 3.113492040216179202e-01
-3.034501228463352795e+00 1.399145075416827200e-01
4.184341021297072194e-01 -6.563957806475988199e-02
-5.409453695556198483e+00 -9.230355132629608494e-02
-5.229230234002518962e+00 -5.976547645180300128e-01
2.443908125852915170e+00 7.014501201610090497e-01
6.033549369833153264e+00 5.932952640926976162e-01
9.309936008054052747e-01 1.134670326830867770e+00
-2.655784919684020196e+00 -6.730674523030716339e-02
2.874153054407550645e+00 4.638901606657691579e-02
1.356158205088892288e+00 1.507359767833183817e+00
7.923317028125524075e+00 -6.091066520806931450e-01
-4.754364622589848821e+00 -7.436560549931471309e-01
-5.500986297517906465e+00 2.673950201294323925e-01
-1.723611946872810163e+00 1.747843654136193303e-01
-5.492189841888743373e+00 -5.188694136665009671e-01
6.386516677126337527e+00 -6.553535439132660567e-01
1.843988288417349075e+00 -8.589987037792139457e-01
-2.264223806090902347e+00 -4.396843613779178872e-01
-7.931266327700373653e-01 -3.888280999381889536e-01
2.293246487375979470e+00 -4.744069530004864088e-01
1.558392657673493442e+00 -9.250387311733404561e-01
3.616865725507322438e+00 3.321901490933527046e-01
-1.138826991559089397e+00 -7.574294803311003577e-01
-2.527418264912977830e-01 1.126853941241809709e+00
1.995707940282107629e+00 3.423361240457648003e-02
6.733763625990926371e+00 2.676965484150165553e-01
-1.981994505377648652e+00 2.530102798474984649e-01
-7.096300441313161400e-01 -3.344894664479826085e-01
-7.062646668929801308e+00 -1.228707658943137604e+00
-2.594173869318573189e+00 5.560326945150906308e-03
3.381298985285178471e+00 5.649937042494281858e-01
1.575076926753010920e+00 1.205244083580851111e+00
-2.799691338768523607e+00 -4.337251076398440652e-02
-7.309254587356457389e-01 -9.620898819721510620e-01
2.901972934644729551e-02 1.054289977668330103e+00
6.322084000435596707e+00 6.933171834946771916e-01
-2.297987576578135016e+00 -3.415496553512644140e-01
-8.931885088436080089e-01 -5.929066313711154335e-01
-8.204803142415984851e+00 6.064849562785106230e-01
-2.256267115849677651e+00 8.564554167285431951e-01
1.553228549891441101e+00 2.589808329238907914e-01
-7.359435211400669807e+00 4.993696366334872128e-01
8.848640014635819284e+00 -6.273541177411539049e-01
-3.237942427305751103e+00 1.164207691095519026e+00
-1.517021490448279053e+00 8.036150685806935368e-01
-8.005114360650134042e-01 -3.856524662979183837e-01
1.562923933719245206e-01 1.892698086386187251e-01
2.941363955546908215e+00 -1.247909346661418839e-02
2.269521243316367176e+00 -1.411425040283363352e-01
-5.104898681650464454e+00 -8.683848797898818805e-01
7.763576901704484001e+00 4.563132596678105557e-01
4.595525232012358074e+00 -8.419115029611607959e-01
3.433606032133500907e+00 8.631008374366125890e-01
4.575702463671778020e+00 4.493249937899264079e-01
-5.644718853373797529e+00 -1.428581887358932878e-01
-3.974909448566038339e+00 -5.385557640466935858e-01
-6.379111215182335926e+00 6.098100388522884607e-01
-2.922072059367543773e+00 -1.326752704089990242e+00
-4.490496951213735599e+00 3.850196540896123620e-01
3.774354553820947977e+00 -3.659114710617330513e-01
1.265465260523113145e+00 -1.309698076012673074e-01
2.911965820642735459e+00 1.265532197245046730e-01
4.817380513127474728e+00 -1.842576312366481783e-01
5.776746553000558393e+00 9.448046437860857516e-02
6.090845151320822382e+00 -2.555835577255181623e-01
-2.572238338036946903e+00 -1.825252541258066685e-01
2.341761143454510474e+00 -3.110775780337206031e-01
-7.823151354204544106e+00 -9.641652370691434770e-01
-4.136235870746054033e+00 -3.487803067582941896e-01
-2.463707394525832761e+00 1.533612676452818402e+00
1.442380754312466262e+00 3.680331839248529580e-01
4.544155220818340446e+00 -7.180804634809880849e-01
-5.218457052781563021e+00 -2.284642438485906535e-01
1.191845357506792880e+00 7.235199023615386249e-01
-1.915465091645457640e+00 -9.377718623126838349e-01
-8.303649932053519533e-01 1.022162405770908222e+00
-1.770860145423625853e-01 8.038544479836976508e-01
6.296978439430077401e+00 -1.554012154936027956e+00
-6.935518419380398703e-02 -3.907321626626065747e-01
2.268669876380091655e+00 -1.017252580505580095e+00
-5.488918392612392338e+00 1.154677208540470401e+00
3.788485584209782431e+00 -4.625343125033667402e-01
-1.915377353481247935e-01 1.968078777349224318e+00
5.077260622652129740e+00 8.636264688604544659e-02
-1.040018085721771346e+00 -5.390280513298657816e-02
-4.977390687952851778e+00 3.311663636808074296e-01
-2.847465653595770085e+00 -3.276553362789763613e-01
5.985433405206400437e+00 1.268768002598266165e+00
8.670946292422903046e-01 8.090730514653340366e-01
-1.822530871393309049e+00 -8.334883345235974961e-01
7.105228366098231163e+00 -5.798573769132573386e-01
-5.706872643571234249e+00 9.890586908022640511e-01
-3.239732898648477022e+00 -5.627078654256947310e-01
-4.641615536346991533e+00 8.287411672286576492e-01
-3.258241858965055915e+00 -5.575855536489260356e-01
-2.697530996543293647e+00 1.013112496840774535e-01
-6.766941368119261391e-01 -5.197624078373910272e-01
-4.896830681290528453e+00 2.825255667584169461e-01
4.336407929298863095e+00 3.278006786094097014e-01
7.581472030397404804e-01 -6.363217964936469517e-01
3.109093630785430662e+00 -2.101345701902191276e+00
-2.709299870764723117e+00 -5.168506128018630630e-01
-2.429636967984865503e+00 8.785233770291698274e-01
2.009263415990566237e+00 -5.409762018238752912e-01
-1.974497526736179065e+00 -5.242117223468495402e-01
6.811246388585618927e-01 5.508434560984414030e-02
3.046985922322325568e-01 4.793303862402408244e-01
-4.006611129343907507e+00 -4.680023148466430638e-01
8.704363349805426253e+00 -9.198408753866263998e-01
9.863026904309997178e+00 -4.295087751540186405e-01
-2.278104697311488014e+00 5.072705717959413718e-01
